,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
199,"frozenset({'NoSubscr', 'M'})",frozenset({'NoDisco'}),0.32897435897435895,0.57,0.25974358974358974,0.7895557287607171,1.3851854890538897,1.0,0.07222820512820516,2.043296296296297,0.4144029790786269,0.4063377456879263,0.5105947180481794,0.6226231185414022
200,frozenset({'NoDisco'}),"frozenset({'NoSubscr', 'M'})",0.57,0.32897435897435895,0.25974358974358974,0.4556905083220873,1.3851854890538897,1.0,0.07222820512820516,1.2328016528925618,0.6466861039050485,0.4063377456879263,0.18883950418652679,0.6226231185414022
201,frozenset({'NoSubscr'}),"frozenset({'NoDisco', 'M'})",0.73,0.25974358974358974,0.25974358974358974,0.35581313663505443,1.36986301369863,1.0,0.07013076923076925,1.149133042529989,1.0000000000000002,0.35581313663505443,0.12977874363585462,0.6779065683175272
202,frozenset({'M'}),"frozenset({'NoDisco', 'NoSubscr'})",0.45,0.57,0.25974358974358974,0.5772079772079772,1.012645574049083,1.0,0.0032435897435897365,1.0170485175202157,0.0227048371174728,0.3416526138279933,0.016762737692970413,0.5164492427650322
203,"frozenset({'NoSubscr', 'M'})",frozenset({'NoPromo'}),0.32897435897435895,0.57,0.25974358974358974,0.7895557287607171,1.3851854890538897,1.0,0.07222820512820516,2.043296296296297,0.4144029790786269,0.4063377456879263,0.5105947180481794,0.6226231185414022
204,"frozenset({'NoSubscr', 'NoPromo'})",frozenset({'M'}),0.57,0.45,0.25974358974358974,0.4556905083220873,1.012645574049083,1.0,0.0032435897435897365,1.0104545454545455,0.02904107073165126,0.3416526138279933,0.010346378767431426,0.5164492427650322
205,"frozenset({'NoPromo', 'M'})",frozenset({'NoSubscr'}),0.25974358974358974,0.73,0.25974358974358974,1.0,1.36986301369863,1.0,0.07013076923076925,inf,0.364738482854174,0.35581313663505443,1.0,0.6779065683175272
206,frozenset({'NoSubscr'}),"frozenset({'NoPromo', 'M'})",0.73,0.25974358974358974,0.25974358974358974,0.35581313663505443,1.36986301369863,1.0,0.07013076923076925,1.149133042529989,1.0000000000000002,0.35581313663505443,0.12977874363585462,0.6779065683175272
207,frozenset({'M'}),"frozenset({'NoSubscr', 'NoPromo'})",0.45,0.57,0.25974358974358974,0.5772079772079772,1.012645574049083,1.0,0.0032435897435897365,1.0170485175202157,0.0227048371174728,0.3416526138279933,0.016762737692970413,0.5164492427650322
208,frozenset({'NoPromo'}),"frozenset({'NoSubscr', 'M'})",0.57,0.32897435897435895,0.25974358974358974,0.4556905083220873,1.3851854890538897,1.0,0.07222820512820516,1.2328016528925618,0.6466861039050485,0.4063377456879263,0.18883950418652679,0.6226231185414022
209,"frozenset({'NoDisco', 'Male'})",frozenset({'NoPromo'}),0.25,0.57,0.25,1.0,1.7543859649122808,1.0,0.10750000000000001,inf,0.5733333333333334,0.4385964912280702,1.0,0.7192982456140351
210,"frozenset({'NoDisco', 'NoPromo'})",frozenset({'Male'}),0.57,0.68,0.25,0.4385964912280702,0.6449948400412797,1.0,-0.1376,0.57,-0.5614035087719298,0.25,-0.7543859649122808,0.4031217750257998
211,"frozenset({'Male', 'NoPromo'})",frozenset({'NoDisco'}),0.25,0.57,0.25,1.0,1.7543859649122808,1.0,0.10750000000000001,inf,0.5733333333333334,0.4385964912280702,1.0,0.7192982456140351
212,frozenset({'NoDisco'}),"frozenset({'Male', 'NoPromo'})",0.57,0.25,0.25,0.4385964912280702,1.7543859649122808,1.0,0.10750000000000001,1.3359375,1.0,0.4385964912280702,0.2514619883040936,0.7192982456140351
213,frozenset({'Male'}),"frozenset({'NoDisco', 'NoPromo'})",0.68,0.57,0.25,0.3676470588235294,0.6449948400412797,1.0,-0.1376,0.6800000000000002,-0.6323529411764707,0.25,-0.47058823529411753,0.4031217750257998
214,frozenset({'NoPromo'}),"frozenset({'NoDisco', 'Male'})",0.57,0.25,0.25,0.4385964912280702,1.7543859649122808,1.0,0.10750000000000001,1.3359375,1.0,0.4385964912280702,0.2514619883040936,0.7192982456140351
215,"frozenset({'NoDisco', 'NoSubscr'})",frozenset({'Male'}),0.57,0.68,0.25,0.4385964912280702,0.6449948400412797,1.0,-0.1376,0.57,-0.5614035087719298,0.25,-0.7543859649122808,0.4031217750257998
216,"frozenset({'NoDisco', 'Male'})",frozenset({'NoSubscr'}),0.25,0.73,0.25,1.0,1.36986301369863,1.0,0.0675,inf,0.36000000000000004,0.3424657534246575,1.0,0.6712328767123288
